channel_name,post_id,text_short,link,post_datetime,current_views,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
настенька и графики,17385,Сколько будет 4x8? А,https://t.me/nastengraph/4470,2025-01-20 09:50:18,8847,2839.0 (32.09%),850.0 (9.61%),426.0 (4.82%),381.0 (4.31%),195.0 (2.2%),168.0 (1.9%),671.0 (7.58%),229.0 (2.59%),236.0 (2.67%),550.0 (6.22%),237.0 (2.68%),220.0 (2.49%),81.0 (0.92%),106.0 (1.2%),88.0 (0.99%),101.0 (1.14%),149.0 (1.68%),64.0 (0.72%),45.0 (0.51%),109.0 (1.23%),26.0 (0.29%),114.0 (1.29%),63.0 (0.71%),49.0 (0.55%),63.0 (0.71%),76.0 (0.86%),42.0 (0.47%),42.0 (0.47%),39.0 (0.44%),21.0 (0.24%),35.0 (0.4%),21.0 (0.24%),19.0 (0.21%),38.0 (0.43%),26.0 (0.29%),26.0 (0.29%),26.0 (0.29%),23.0 (0.26%),14.0 (0.16%),16.0 (0.18%),19.0 (0.21%),21.0 (0.24%),13.0 (0.15%),23.0 (0.26%),16.0 (0.18%),16.0 (0.18%),22.0 (0.25%),14.0 (0.16%),17.0 (0.19%),18.0 (0.2%),13.0 (0.15%),9.0 (0.1%),15.0 (0.17%),6.0 (0.07%),3.0 (0.03%),20.0 (0.23%),16.0 (0.18%),15.0 (0.17%),11.0 (0.12%),7.0 (0.08%),7.0 (0.08%),11.0 (0.12%),6.0 (0.07%),4.0 (0.05%),1.0 (0.01%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Data Science. SQL hub,17372,🖥 [PeepDB](https://g,https://t.me/sqlhub/1708,2025-01-19 17:21:01,8879,2801.0 (31.55%),527.0 (5.94%),292.0 (3.29%),205.0 (2.31%),644.0 (7.25%),514.0 (5.79%),376.0 (4.23%),498.0 (5.61%),144.0 (1.62%),113.0 (1.27%),88.0 (0.99%),181.0 (2.04%),219.0 (2.47%),218.0 (2.46%),135.0 (1.52%),171.0 (1.93%),432.0 (4.87%),140.0 (1.58%),100.0 (1.13%),58.0 (0.65%),118.0 (1.33%),68.0 (0.77%),70.0 (0.79%),37.0 (0.42%),31.0 (0.35%),22.0 (0.25%),57.0 (0.64%),34.0 (0.38%),22.0 (0.25%),29.0 (0.33%),40.0 (0.45%),10.0 (0.11%),12.0 (0.14%),6.0 (0.07%),17.0 (0.19%),42.0 (0.47%),33.0 (0.37%),33.0 (0.37%),27.0 (0.3%),20.0 (0.23%),20.0 (0.23%),10.0 (0.11%),11.0 (0.12%),20.0 (0.23%),19.0 (0.21%),15.0 (0.17%),7.0 (0.08%),9.0 (0.1%),13.0 (0.15%),12.0 (0.14%),16.0 (0.18%),12.0 (0.14%),15.0 (0.17%),5.0 (0.06%),12.0 (0.14%),14.0 (0.16%),12.0 (0.14%),14.0 (0.16%),13.0 (0.15%),8.0 (0.09%),12.0 (0.14%),4.0 (0.05%),12.0 (0.14%),6.0 (0.07%),4.0 (0.05%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
настенька и графики,17382,Спасибо большое всем,https://t.me/nastengraph/4460,2025-01-19 16:05:15,7352,3094.0 (42.08%),357.0 (4.86%),617.0 (8.39%),146.0 (1.99%),298.0 (4.05%),119.0 (1.62%),231.0 (3.14%),260.0 (3.54%),172.0 (2.34%),130.0 (1.77%),132.0 (1.8%),165.0 (2.24%),113.0 (1.54%),62.0 (0.84%),80.0 (1.09%),107.0 (1.46%),70.0 (0.95%),98.0 (1.33%),53.0 (0.72%),61.0 (0.83%),64.0 (0.87%),34.0 (0.46%),75.0 (1.02%),50.0 (0.68%),49.0 (0.67%),27.0 (0.37%),42.0 (0.57%),22.0 (0.3%),63.0 (0.86%),26.0 (0.35%),21.0 (0.29%),25.0 (0.34%),21.0 (0.29%),28.0 (0.38%),20.0 (0.27%),57.0 (0.78%),11.0 (0.15%),25.0 (0.34%),18.0 (0.24%),16.0 (0.22%),12.0 (0.16%),13.0 (0.18%),15.0 (0.2%),11.0 (0.15%),21.0 (0.29%),18.0 (0.24%),20.0 (0.27%),13.0 (0.18%),17.0 (0.23%),11.0 (0.15%),14.0 (0.19%),8.0 (0.11%),11.0 (0.15%),13.0 (0.18%),5.0 (0.07%),6.0 (0.08%),14.0 (0.19%),14.0 (0.19%),18.0 (0.24%),3.0 (0.04%),7.0 (0.1%),8.0 (0.11%),10.0 (0.14%),6.0 (0.08%),5.0 (0.07%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Время Валеры,17370,Решил протестировать,https://t.me/cryptovalerii/735,2025-01-19 15:21:16,22990,7848.0 (34.14%),1724.0 (7.5%),448.0 (1.95%),3028.0 (13.17%),1089.0 (4.74%),272.0 (1.18%),593.0 (2.58%),1059.0 (4.61%),476.0 (2.07%),148.0 (0.64%),110.0 (0.48%),102.0 (0.44%),313.0 (1.36%),85.0 (0.37%),409.0 (1.78%),85.0 (0.37%),63.0 (0.27%),44.0 (0.19%),47.0 (0.2%),56.0 (0.24%),50.0 (0.22%),34.0 (0.15%),269.0 (1.17%),57.0 (0.25%),42.0 (0.18%),37.0 (0.16%),24.0 (0.1%),290.0 (1.26%),2017.0 (8.77%),593.0 (2.58%),88.0 (0.38%),159.0 (0.69%),32.0 (0.14%),40.0 (0.17%),33.0 (0.14%),35.0 (0.15%),23.0 (0.1%),20.0 (0.09%),27.0 (0.12%),28.0 (0.12%),149.0 (0.65%),60.0 (0.26%),22.0 (0.1%),67.0 (0.29%),57.0 (0.25%),32.0 (0.14%),25.0 (0.11%),17.0 (0.07%),15.0 (0.07%),17.0 (0.07%),17.0 (0.07%),20.0 (0.09%),23.0 (0.1%),32.0 (0.14%),335.0 (1.46%),48.0 (0.21%),28.0 (0.12%),16.0 (0.07%),15.0 (0.07%),18.0 (0.08%),19.0 (0.08%),16.0 (0.07%),18.0 (0.08%),15.0 (0.07%),12.0 (0.05%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Время Валеры,17371,Вопрос для собеседов,https://t.me/cryptovalerii/734,2025-01-19 13:30:01,22348,8935.0 (39.98%),1207.0 (5.4%),360.0 (1.61%),2270.0 (10.16%),936.0 (4.19%),247.0 (1.11%),547.0 (2.45%),1048.0 (4.69%),306.0 (1.37%),127.0 (0.57%),97.0 (0.43%),101.0 (0.45%),293.0 (1.31%),85.0 (0.38%),370.0 (1.66%),84.0 (0.38%),70.0 (0.31%),40.0 (0.18%),38.0 (0.17%),70.0 (0.31%),48.0 (0.21%),40.0 (0.18%),328.0 (1.47%),62.0 (0.28%),44.0 (0.2%),34.0 (0.15%),24.0 (0.11%),1974.0 (8.83%),718.0 (3.21%),338.0 (1.51%),70.0 (0.31%),152.0 (0.68%),36.0 (0.16%),30.0 (0.13%),27.0 (0.12%),34.0 (0.15%),27.0 (0.12%),23.0 (0.1%),24.0 (0.11%),28.0 (0.13%),112.0 (0.5%),53.0 (0.24%),19.0 (0.09%),98.0 (0.44%),58.0 (0.26%),32.0 (0.14%),21.0 (0.09%),15.0 (0.07%),12.0 (0.05%),19.0 (0.09%),20.0 (0.09%),18.0 (0.08%),19.0 (0.09%),32.0 (0.14%),327.0 (1.46%),46.0 (0.21%),25.0 (0.11%),18.0 (0.08%),15.0 (0.07%),16.0 (0.07%),19.0 (0.09%),15.0 (0.07%),17.0 (0.08%),16.0 (0.07%),14.0 (0.06%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Дизраптор,17369,**Тикток в Штатах = ,https://t.me/disruptors_official/2164,2025-01-19 13:21:37,18105,8523.0 (47.08%),2328.0 (12.86%),488.0 (2.7%),858.0 (4.74%),1023.0 (5.65%),1067.0 (5.89%),577.0 (3.19%),407.0 (2.25%),392.0 (2.17%),329.0 (1.82%),135.0 (0.75%),161.0 (0.89%),96.0 (0.53%),129.0 (0.71%),73.0 (0.4%),190.0 (1.05%),96.0 (0.53%),82.0 (0.45%),89.0 (0.49%),47.0 (0.26%),85.0 (0.47%),47.0 (0.26%),54.0 (0.3%),66.0 (0.36%),56.0 (0.31%),27.0 (0.15%),10.0 (0.06%),24.0 (0.13%),48.0 (0.27%),20.0 (0.11%),62.0 (0.34%),25.0 (0.14%),25.0 (0.14%),34.0 (0.19%),20.0 (0.11%),20.0 (0.11%),28.0 (0.15%),16.0 (0.09%),13.0 (0.07%),56.0 (0.31%),17.0 (0.09%),16.0 (0.09%),17.0 (0.09%),17.0 (0.09%),10.0 (0.06%),10.0 (0.06%),11.0 (0.06%),16.0 (0.09%),11.0 (0.06%),18.0 (0.1%),14.0 (0.08%),10.0 (0.06%),9.0 (0.05%),9.0 (0.05%),12.0 (0.07%),5.0 (0.03%),7.0 (0.04%),6.0 (0.03%),14.0 (0.08%),16.0 (0.09%),9.0 (0.05%),3.0 (0.02%),7.0 (0.04%),4.0 (0.02%),11.0 (0.06%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Фичизм,17366,"**Каршер по фото**

",https://t.me/fichism/656,2025-01-19 10:37:05,8694,3780.0 (43.48%),1390.0 (15.99%),413.0 (4.75%),508.0 (5.84%),571.0 (6.57%),231.0 (2.66%),229.0 (2.63%),131.0 (1.51%),130.0 (1.5%),147.0 (1.69%),108.0 (1.24%),146.0 (1.68%),50.0 (0.58%),23.0 (0.26%),46.0 (0.53%),49.0 (0.56%),51.0 (0.59%),136.0 (1.56%),28.0 (0.32%),41.0 (0.47%),24.0 (0.28%),19.0 (0.22%),20.0 (0.23%),13.0 (0.15%),19.0 (0.22%),7.0 (0.08%),13.0 (0.15%),22.0 (0.25%),8.0 (0.09%),26.0 (0.3%),12.0 (0.14%),15.0 (0.17%),16.0 (0.18%),16.0 (0.18%),23.0 (0.26%),20.0 (0.23%),11.0 (0.13%),10.0 (0.12%),17.0 (0.2%),15.0 (0.17%),5.0 (0.06%),13.0 (0.15%),2.0 (0.02%),10.0 (0.12%),9.0 (0.1%),6.0 (0.07%),10.0 (0.12%),4.0 (0.05%),4.0 (0.05%),12.0 (0.14%),13.0 (0.15%),8.0 (0.09%),6.0 (0.07%),6.0 (0.07%),5.0 (0.06%),5.0 (0.06%),10.0 (0.12%),7.0 (0.08%),0.0 (0.0%),3.0 (0.03%),2.0 (0.02%),4.0 (0.05%),2.0 (0.02%),4.0 (0.05%),4.0 (0.05%),6.0 (0.07%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Дизраптор,17368,Если ваш магазин очк,https://t.me/disruptors_official/2163,2025-01-19 10:29:49,16605,8202.0 (49.39%),2272.0 (13.68%),566.0 (3.41%),726.0 (4.37%),1271.0 (7.65%),318.0 (1.92%),351.0 (2.11%),383.0 (2.31%),301.0 (1.81%),266.0 (1.6%),162.0 (0.98%),134.0 (0.81%),97.0 (0.58%),96.0 (0.58%),95.0 (0.57%),136.0 (0.82%),99.0 (0.6%),94.0 (0.57%),49.0 (0.3%),74.0 (0.45%),45.0 (0.27%),79.0 (0.48%),42.0 (0.25%),65.0 (0.39%),26.0 (0.16%),61.0 (0.37%),17.0 (0.1%),20.0 (0.12%),16.0 (0.1%),28.0 (0.17%),29.0 (0.17%),50.0 (0.3%),20.0 (0.12%),63.0 (0.38%),15.0 (0.09%),11.0 (0.07%),22.0 (0.13%),15.0 (0.09%),12.0 (0.07%),48.0 (0.29%),11.0 (0.07%),9.0 (0.05%),16.0 (0.1%),13.0 (0.08%),15.0 (0.09%),8.0 (0.05%),11.0 (0.07%),13.0 (0.08%),15.0 (0.09%),12.0 (0.07%),7.0 (0.04%),12.0 (0.07%),10.0 (0.06%),6.0 (0.04%),6.0 (0.04%),6.0 (0.04%),6.0 (0.04%),6.0 (0.04%),8.0 (0.05%),8.0 (0.05%),8.0 (0.05%),4.0 (0.02%),6.0 (0.04%),4.0 (0.02%),8.0 (0.05%),1.0 (0.01%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Глеб Михайлов,17367,**Как правильно отка,https://t.me/mikhaylovgleb/327,2025-01-19 10:09:19,10371,2873.0 (27.7%),387.0 (3.73%),175.0 (1.69%),151.0 (1.46%),1461.0 (14.09%),226.0 (2.18%),106.0 (1.02%),90.0 (0.87%),94.0 (0.91%),937.0 (9.03%),151.0 (1.46%),397.0 (3.83%),83.0 (0.8%),61.0 (0.59%),56.0 (0.54%),54.0 (0.52%),235.0 (2.27%),48.0 (0.46%),198.0 (1.91%),37.0 (0.36%),28.0 (0.27%),28.0 (0.27%),21.0 (0.2%),168.0 (1.62%),34.0 (0.33%),21.0 (0.2%),402.0 (3.88%),41.0 (0.4%),32.0 (0.31%),102.0 (0.98%),172.0 (1.66%),41.0 (0.4%),78.0 (0.75%),20.0 (0.19%),14.0 (0.13%),10.0 (0.1%),9.0 (0.09%),57.0 (0.55%),20.0 (0.19%),456.0 (4.4%),50.0 (0.48%),36.0 (0.35%),26.0 (0.25%),25.0 (0.24%),142.0 (1.37%),18.0 (0.17%),76.0 (0.73%),72.0 (0.69%),11.0 (0.11%),8.0 (0.08%),17.0 (0.16%),39.0 (0.38%),26.0 (0.25%),27.0 (0.26%),7.0 (0.07%),31.0 (0.3%),9.0 (0.09%),4.0 (0.04%),57.0 (0.55%),8.0 (0.08%),39.0 (0.38%),15.0 (0.14%),13.0 (0.13%),34.0 (0.33%),7.0 (0.07%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Время Валеры,17363,[А вот и видео со ст,https://t.me/cryptovalerii/733,2025-01-18 23:46:31,22058,9336.0 (42.32%),779.0 (3.53%),681.0 (3.09%),1276.0 (5.78%),1196.0 (5.42%),602.0 (2.73%),742.0 (3.36%),408.0 (1.85%),396.0 (1.8%),159.0 (0.72%),81.0 (0.37%),87.0 (0.39%),264.0 (1.2%),119.0 (0.54%),75.0 (0.34%),418.0 (1.9%),71.0 (0.32%),58.0 (0.26%),46.0 (0.21%),40.0 (0.18%),64.0 (0.29%),33.0 (0.15%),44.0 (0.2%),2042.0 (9.26%),136.0 (0.62%),69.0 (0.31%),63.0 (0.29%),51.0 (0.23%),721.0 (3.27%),314.0 (1.42%),295.0 (1.34%),145.0 (0.66%),36.0 (0.16%),31.0 (0.14%),27.0 (0.12%),25.0 (0.11%),21.0 (0.1%),17.0 (0.08%),23.0 (0.1%),20.0 (0.09%),119.0 (0.54%),50.0 (0.23%),30.0 (0.14%),26.0 (0.12%),86.0 (0.39%),25.0 (0.11%),25.0 (0.11%),15.0 (0.07%),12.0 (0.05%),25.0 (0.11%),15.0 (0.07%),19.0 (0.09%),18.0 (0.08%),23.0 (0.1%),152.0 (0.69%),216.0 (0.98%),26.0 (0.12%),27.0 (0.12%),16.0 (0.07%),22.0 (0.1%),16.0 (0.07%),26.0 (0.12%),11.0 (0.05%),23.0 (0.1%),16.0 (0.07%),8.0 (0.04%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Чартомойка,17362,Если вы не понимаете,https://t.me/chartomojka/1287,2025-01-18 23:36:16,7157,2144.0 (29.96%),325.0 (4.54%),122.0 (1.7%),100.0 (1.4%),101.0 (1.41%),79.0 (1.1%),58.0 (0.81%),692.0 (9.67%),582.0 (8.13%),277.0 (3.87%),81.0 (1.13%),67.0 (0.94%),182.0 (2.54%),210.0 (2.93%),54.0 (0.75%),65.0 (0.91%),38.0 (0.53%),28.0 (0.39%),19.0 (0.27%),27.0 (0.38%),23.0 (0.32%),194.0 (2.71%),70.0 (0.98%),77.0 (1.08%),33.0 (0.46%),20.0 (0.28%),109.0 (1.52%),93.0 (1.3%),39.0 (0.54%),25.0 (0.35%),31.0 (0.43%),38.0 (0.53%),33.0 (0.46%),12.0 (0.17%),239.0 (3.34%),127.0 (1.77%),40.0 (0.56%),28.0 (0.39%),29.0 (0.41%),67.0 (0.94%),100.0 (1.4%),59.0 (0.82%),19.0 (0.27%),17.0 (0.24%),20.0 (0.28%),13.0 (0.18%),15.0 (0.21%),9.0 (0.13%),12.0 (0.17%),9.0 (0.13%),28.0 (0.39%),11.0 (0.15%),40.0 (0.56%),23.0 (0.32%),13.0 (0.18%),9.0 (0.13%),12.0 (0.17%),17.0 (0.24%),24.0 (0.34%),20.0 (0.28%),24.0 (0.34%),14.0 (0.2%),12.0 (0.17%),12.0 (0.17%),34.0 (0.48%),13.0 (0.18%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
LEFT JOIN,17360,**Обзоры BI от коман,https://t.me/leftjoin/1704,2025-01-18 16:59:01,19116,4184.0 (21.89%),6254.0 (32.72%),3627.0 (18.97%),439.0 (2.3%),239.0 (1.25%),162.0 (0.85%),477.0 (2.5%),213.0 (1.11%),133.0 (0.7%),266.0 (1.39%),179.0 (0.94%),163.0 (0.85%),79.0 (0.41%),121.0 (0.63%),67.0 (0.35%),391.0 (2.05%),216.0 (1.13%),242.0 (1.27%),102.0 (0.53%),98.0 (0.51%),51.0 (0.27%),38.0 (0.2%),36.0 (0.19%),47.0 (0.25%),65.0 (0.34%),108.0 (0.56%),52.0 (0.27%),18.0 (0.09%),17.0 (0.09%),54.0 (0.28%),43.0 (0.22%),23.0 (0.12%),24.0 (0.13%),22.0 (0.12%),38.0 (0.2%),10.0 (0.05%),36.0 (0.19%),24.0 (0.13%),36.0 (0.19%),36.0 (0.19%),29.0 (0.15%),11.0 (0.06%),13.0 (0.07%),20.0 (0.1%),24.0 (0.13%),33.0 (0.17%),28.0 (0.15%),26.0 (0.14%),11.0 (0.06%),12.0 (0.06%),25.0 (0.13%),22.0 (0.12%),25.0 (0.13%),22.0 (0.12%),24.0 (0.13%),57.0 (0.3%),22.0 (0.12%),21.0 (0.11%),29.0 (0.15%),33.0 (0.17%),19.0 (0.1%),48.0 (0.25%),31.0 (0.16%),13.0 (0.07%),25.0 (0.13%),63.0 (0.33%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
data.csv,17361,Любопытно. Чтобы сер,https://t.me/data_csv/1630,2025-01-18 16:37:37,4744,1362.0 (28.71%),258.0 (5.44%),424.0 (8.94%),443.0 (9.34%),258.0 (5.44%),113.0 (2.38%),49.0 (1.03%),38.0 (0.8%),37.0 (0.78%),43.0 (0.91%),29.0 (0.61%),34.0 (0.72%),276.0 (5.82%),44.0 (0.93%),25.0 (0.53%),27.0 (0.57%),20.0 (0.42%),12.0 (0.25%),176.0 (3.71%),50.0 (1.05%),26.0 (0.55%),22.0 (0.46%),24.0 (0.51%),36.0 (0.76%),33.0 (0.7%),12.0 (0.25%),40.0 (0.84%),12.0 (0.25%),14.0 (0.3%),13.0 (0.27%),177.0 (3.73%),103.0 (2.17%),58.0 (1.22%),49.0 (1.03%),36.0 (0.76%),13.0 (0.27%),13.0 (0.27%),35.0 (0.74%),14.0 (0.3%),9.0 (0.19%),15.0 (0.32%),11.0 (0.23%),4.0 (0.08%),11.0 (0.23%),15.0 (0.32%),19.0 (0.4%),4.0 (0.08%),11.0 (0.23%),9.0 (0.19%),9.0 (0.19%),16.0 (0.34%),18.0 (0.38%),9.0 (0.19%),5.0 (0.11%),8.0 (0.17%),14.0 (0.3%),6.0 (0.13%),20.0 (0.42%),10.0 (0.21%),22.0 (0.46%),8.0 (0.17%),5.0 (0.11%),9.0 (0.19%),11.0 (0.23%),13.0 (0.27%),5.0 (0.11%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Data Science. SQL hub,17357,🖥 [sxt-proof-of-sql],https://t.me/sqlhub/1707,2025-01-18 14:34:59,7744,2045.0 (26.41%),1118.0 (14.44%),498.0 (6.43%),273.0 (3.53%),139.0 (1.79%),155.0 (2.0%),502.0 (6.48%),144.0 (1.86%),302.0 (3.9%),166.0 (2.14%),82.0 (1.06%),58.0 (0.75%),376.0 (4.86%),75.0 (0.97%),122.0 (1.58%),70.0 (0.9%),119.0 (1.54%),319.0 (4.12%),98.0 (1.27%),107.0 (1.38%),18.0 (0.23%),116.0 (1.5%),39.0 (0.5%),70.0 (0.9%),24.0 (0.31%),37.0 (0.48%),9.0 (0.12%),55.0 (0.71%),49.0 (0.63%),20.0 (0.26%),31.0 (0.4%),43.0 (0.56%),8.0 (0.1%),12.0 (0.15%),12.0 (0.15%),8.0 (0.1%),40.0 (0.52%),29.0 (0.37%),14.0 (0.18%),39.0 (0.5%),15.0 (0.19%),15.0 (0.19%),14.0 (0.18%),7.0 (0.09%),15.0 (0.19%),27.0 (0.35%),10.0 (0.13%),12.0 (0.15%),3.0 (0.04%),16.0 (0.21%),8.0 (0.1%),16.0 (0.21%),5.0 (0.06%),16.0 (0.21%),10.0 (0.13%),7.0 (0.09%),6.0 (0.08%),23.0 (0.3%),24.0 (0.31%),13.0 (0.17%),4.0 (0.05%),15.0 (0.19%),7.0 (0.09%),7.0 (0.09%),5.0 (0.06%),3.0 (0.04%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Data Science. SQL hub,17358,⚡️Легкий способ полу,https://t.me/sqlhub/1706,2025-01-18 13:12:12,6223,2304.0 (37.02%),907.0 (14.57%),407.0 (6.54%),223.0 (3.58%),133.0 (2.14%),143.0 (2.3%),390.0 (6.27%),117.0 (1.88%),232.0 (3.73%),237.0 (3.81%),72.0 (1.16%),61.0 (0.98%),128.0 (2.06%),51.0 (0.82%),83.0 (1.33%),54.0 (0.87%),119.0 (1.91%),344.0 (5.53%),63.0 (1.01%),128.0 (2.06%),27.0 (0.43%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
